id,slug,name,city,district,query,oldLatitude,oldLongitude,oldCoordinateSource,newLatitude,newLongitude,newCoordinateSource,formattedAddress,resultType,confidence,status,errorCode,errorMessage
0a4a06f6-3b57-498d-9244-d69bf12e6a70,esenyurt,Esenyurt,İstanbul,Esenyurt,"Esenyurt, İstanbul, Türkiye",,,,41.0343177,28.6614809,Google Maps (otomatik),"Esenyurt/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
cb152a06-2889-41a0-a7e3-1bfe2f9e5217,il-eskisehir,Eskişehir,Eskişehir,,"Eskişehir, Türkiye",,,,39.7667061,30.52563109999999,Google Maps (otomatik),"Eskişehir, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
e3e03fbd-9a28-4a5b-9098-699104d89eb0,eyupsultan,Eyüpsultan,İstanbul,Eyüpsultan,"Eyüpsultan, İstanbul, Türkiye",,,,41.1871598,28.8829816,Google Maps (otomatik),"Eyüpsultan/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
fb40a597-c0e5-4080-9356-0b0a197a43b2,fatih,Fatih,İstanbul,Fatih,"Fatih, İstanbul, Türkiye",,,,41.0168639,28.9470422,Google Maps (otomatik),"Fatih/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
3ff53921-9685-4c45-846a-b954a07fdea3,galata-kulesi,Galata Kulesi,İstanbul,Beyoğlu,"Galata Kulesi, Beyoğlu, İstanbul, Türkiye",,,,41.025569,28.9741286,Google Maps (otomatik),"Bereketzade, 34421 Beyoğlu/İstanbul, Türkiye",GEOMETRIC_CENTER,LOWER_PRECISION,UPDATED,,
d28c193c-9153-45df-b9fa-45f6053d39f2,il-gaziantep,Gaziantep,Gaziantep,,"Gaziantep, Türkiye",,,,37.065953,37.37811,Google Maps (otomatik),"Gaziantep, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
c3dc564d-10e5-4771-ad94-40416a4b5578,gaziosmanpasa,Gaziosmanpaşa,İstanbul,Gaziosmanpaşa,"Gaziosmanpaşa, İstanbul, Türkiye",,,,41.07594770000001,28.90045529999999,Google Maps (otomatik),"Gaziosmanpaşa/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
78bcc580-45b7-43be-958c-2f216015c987,il-giresun,Giresun,Giresun,,"Giresun, Türkiye",,,,40.91753200000001,38.392653,Google Maps (otomatik),"Giresun, Giresun Merkez/Giresun, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
064d22a0-afb7-48f2-84a6-5aa78ea30785,il-gumushane,Gümüşhane,Gümüşhane,,"Gümüşhane, Türkiye",,,,40.460825,39.480321,Google Maps (otomatik),"Gümüşhane, Gümüşhane Merkez/Gümüşhane, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
d418dd57-79ed-401b-8805-8fe22986b1e4,gungoren,Güngören,İstanbul,Güngören,"Güngören, İstanbul, Türkiye",,,,41.020546,28.874244,Google Maps (otomatik),"Güngören/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
29280feb-9dfb-44b8-8526-f2d8ec3b2079,il-hakkari,Hakkari,Hakkari,,"Hakkari, Türkiye",,,,37.577427,43.736782,Google Maps (otomatik),"Hakkâri, Hakkâri Merkez/Hakkari, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
2b27b854-222b-4d39-86aa-2eab150b9592,il-hatay,Hatay,Hatay,,"Hatay, Türkiye",,,,36.4018488,36.3498097,Google Maps (otomatik),"Hatay, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
d95718f6-08eb-4ef1-8f33-9b7ec5b0255d,il-isparta,Isparta,Isparta,,"Isparta, Türkiye",,,,37.7626487,30.55370499999999,Google Maps (otomatik),"Isparta, Isparta Merkez/Isparta, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
de87d7cb-83ec-4b47-b1d1-6c8938fad1b8,il-igdir,Iğdır,Iğdır,,"Iğdır, Türkiye",,,,39.92005959999999,44.0436151,Google Maps (otomatik),"Iğdır, Iğdır Merkez/Iğdır, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
ab55f7c7-747b-4961-b218-29c6aca89de2,kadikoy,Kadıköy,İstanbul,Kadıköy,"Kadıköy, İstanbul, Türkiye",,,,40.9818744,29.0576298,Google Maps (otomatik),"Kadıköy/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
fd6dfc98-96f6-4656-bf26-2fbe975b051d,il-kahramanmaras,Kahramanmaraş,Kahramanmaraş,,"Kahramanmaraş, Türkiye",,,,37.5752755,36.9228223,Google Maps (otomatik),"Kahramanmaraş, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
84e474d4-dc9b-4dbc-8cc8-fe6a3c7e3bb3,kapalicarsi,Kapalıçarşı,İstanbul,Fatih,"Kapalıçarşı, Fatih, İstanbul, Türkiye",,,,41.0106848,28.9680681,Google Maps (otomatik),"Beyazıt, 34126 Fatih/İstanbul, Türkiye",GEOMETRIC_CENTER,LOWER_PRECISION,UPDATED,,
aa7a23d4-bb9a-47c2-9df0-ec5454ae49fe,il-karabuk,Karabük,Karabük,,"Karabük, Türkiye",,,,41.19562,32.622654,Google Maps (otomatik),"Karabük, Karabük Merkez/Karabük, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
565aa742-c0d4-4f4b-b07a-ff3e0a2842d6,karakoy,Karaköy,İstanbul,Beyoğlu,"Karaköy, Beyoğlu, İstanbul, Türkiye",,,,41.0238828,28.9769619,Google Maps (otomatik),"Karaköy, Müeyyetzade, Beyoğlu/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
9a724d8d-75a5-42a7-8bff-dcce02f82277,il-karaman,Karaman,Karaman,,"Karaman, Türkiye",,,,37.181009,33.22224300000001,Google Maps (otomatik),"Karaman, Karaman Merkez/Karaman, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
63578215-4a98-41b1-ac18-b256531a5ce1,il-kars,Kars,Kars,,"Kars, Türkiye",,,,40.6013378,43.0974525,Google Maps (otomatik),"Kars, Kars Merkez/Kars, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
df841fb3-b342-4a8d-ae94-45d6e996c32b,kartal,Kartal,İstanbul,Kartal,"Kartal, İstanbul, Türkiye",,,,40.9062892,29.1972048,Google Maps (otomatik),"Kartal/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
042294dd-d07b-4b0c-b2e1-67737a9fc6c8,il-kastamonu,Kastamonu,Kastamonu,,"Kastamonu, Türkiye",,,,41.376625,33.776497,Google Maps (otomatik),"Kastamonu, Kastamonu Merkez/Kastamonu, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
fae40e61-35ce-4d4d-bdf9-354ab9f766c7,il-kayseri,Kayseri,Kayseri,,"Kayseri, Türkiye",,,,38.720489,35.48259700000001,Google Maps (otomatik),"Kayseri, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
fe9e1186-69d9-49a1-b8e4-36d1ffc39802,kagithane,Kağıthane,İstanbul,Kağıthane,"Kağıthane, İstanbul, Türkiye",,,,41.0814028,28.9819731,Google Maps (otomatik),"Kağıthane/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
15a30d96-651b-4057-8db9-74eec3eab545,il-kilis,Kilis,Kilis,,"Kilis, Türkiye",,,,36.716477,37.114661,Google Maps (otomatik),"Kilis, Kilis Merkez/Kilis, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
ec5330e2-90d7-4c9f-b148-4b02e4b02b4f,il-kocaeli,Kocaeli,Kocaeli,,"Kocaeli, Türkiye",,,,40.7654408,29.9408089,Google Maps (otomatik),"İzmit, Kocaeli, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
0bcc4623-52bf-4bb2-bd69-61c7255cd593,il-konya,Konya,Konya,,"Konya, Türkiye",,,,37.8746429,32.4931554,Google Maps (otomatik),"Konya, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
a4510346-7f9b-49c7-873a-1fb308915e1d,il-kutahya,Kütahya,Kütahya,,"Kütahya, Türkiye",,,,39.4199547,29.985732,Google Maps (otomatik),"Kütahya, Kütahya Merkez/Kütahya, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
46df8f8f-1406-4f6f-967e-9dbf586f6fb9,kucukcekmece,Küçükçekmece,İstanbul,Küçükçekmece,"Küçükçekmece, İstanbul, Türkiye",,,,41.0212376,28.7780987,Google Maps (otomatik),"Küçükçekmece/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
90cd5fb5-c18e-4a85-b58e-55f35e5cd4b4,il-kirklareli,Kırklareli,Kırklareli,,"Kırklareli, Türkiye",,,,41.735472,27.224369,Google Maps (otomatik),"Kırklareli, Kırklareli Merkez/Kırklareli, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
2339f5e2-d34f-4b01-94b9-499980076e18,il-kirikkale,Kırıkkale,Kırıkkale,,"Kırıkkale, Türkiye",,,,39.8397835,33.5088782,Google Maps (otomatik),"Kırıkkale, Kırıkkale Merkez/Kırıkkale, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
46193b8e-a3d7-487f-9d93-5091b53daa4b,il-kirsehir,Kırşehir,Kırşehir,,"Kırşehir, Türkiye",,,,39.146078,34.1594989,Google Maps (otomatik),"Kırşehir, Kırşehir Merkez/Kırşehir, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
ee40cb5b-7c55-4983-8d1d-bf0eeebc52ce,il-malatya,Malatya,Malatya,,"Malatya, Türkiye",,,,38.3553627,38.33352470000001,Google Maps (otomatik),"Malatya, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
a13f8602-e843-4f34-a1c1-c525ea95fc54,maltepe,Maltepe,İstanbul,Maltepe,"Maltepe, İstanbul, Türkiye",,,,40.9498022,29.1739513,Google Maps (otomatik),"Maltepe/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
758fe0d2-9aa1-427a-8b28-232245da772f,il-manisa,Manisa,Manisa,,"Manisa, Türkiye",,,,38.6140337,27.4295624,Google Maps (otomatik),"Manisa, Yunusemre/Manisa, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
38a9d82f-5cf5-4fb1-9f35-096a34cfec51,il-mardin,Mardin,Mardin,,"Mardin, Türkiye",,,,37.312903,40.733951,Google Maps (otomatik),"Mardin, Artuklu/Mardin, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
efdbd950-8529-4b46-9c20-8e464bcd6660,il-mersin,Mersin,Mersin,,"Mersin, Türkiye",,,,36.8121041,34.6414811,Google Maps (otomatik),"Mersin, Akdeniz/Mersin, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
d41a2e56-39a2-42a6-8b00-5777ca75abaa,miniaturk,Miniatürk,İstanbul,Beyoğlu,"Miniatürk, Beyoğlu, İstanbul, Türkiye",,,,41.0589927,28.9492193,Google Maps (otomatik),"Örnektepe, İmrahor Cd. No:7, 34445 Beyoğlu/İstanbul, Türkiye",ROOFTOP,HIGH,UPDATED,,
9a59baa6-0e17-4578-b9d6-da3476449305,il-mugla,Muğla,Muğla,,"Muğla, Türkiye",,,,37.215374,28.363394,Google Maps (otomatik),"Muğla, 48000 Menteşe/Muğla, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
be8faa33-05bd-4036-8555-da0286bfaf61,il-mus,Muş,Muş,,"Muş, Türkiye",,,,38.734561,41.491038,Google Maps (otomatik),"Muş, Muş Merkez/Muş, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
166a8de4-7380-4305-ae2e-8b8c5c2285c3,il-nevsehir,Nevşehir,Nevşehir,,"Nevşehir, Türkiye",,,,38.624694,34.714151,Google Maps (otomatik),"Nevşehir, Nevşehir Merkez/Nevşehir, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
94682456-e8b8-4f2e-b6db-48a2819f96d4,il-nigde,Niğde,Niğde,,"Niğde, Türkiye",,,,37.969774,34.676608,Google Maps (otomatik),"Niğde, Niğde Merkez/Niğde, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
abb9543c-75a5-4151-9172-39c8aee817c4,il-ordu,Ordu,Ordu,,"Ordu, Türkiye",,,,40.986166,37.879721,Google Maps (otomatik),"Ordu, Altınordu/Ordu, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
de1ab8d0-0f0d-41be-8f5f-9c0ab9b55183,ortakoy,Ortaköy,İstanbul,Beşiktaş,"Ortaköy, Beşiktaş, İstanbul, Türkiye",,,,41.0539703,29.0270806,Google Maps (otomatik),"Ortaköy, Beşiktaş/İstanbul, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
3976cf1b-427d-440e-8519-003251295dc0,il-osmaniye,Osmaniye,Osmaniye,,"Osmaniye, Türkiye",,,,37.0746279,36.2464002,Google Maps (otomatik),"Osmaniye, Osmaniye Merkez/Osmaniye, Türkiye",APPROXIMATE,LOWER_PRECISION,UPDATED,,
